angDist,_RAJ2000,_DEJ2000,Name,Type,Period,Vmag,E_B-V_,__Fe_H_3,_RA,_DE,recno,id,RA_ICRS,DE_ICRS,rest,b_rest,B_rest,rlen,ResFlag,ModFlag
0.027668,252.91061,-45.426697,"KQ Sco         ","DCEP    ",28.705,9.82,0.852,0.21,252.91061,-45.4267,115,5964193485048327808,252.91060564012,-45.42670554516,1885.007385345190000,1735.953635129500000,2061.324364481560000,1386.371125679560,1,1
0.238961,146.3117,-62.507904,"l Car          ","DCEP    ",35.552,3.7,0.153,0.07,146.3117,-62.50791,116,5250032958815432832,146.31159660092,-62.50786890047,1472.422640399900000,917.904394756460000,3464.713648004260000,2141.379707353520,1,1
0.141328,232.7076,-65.59933,"LR TrA         ","DCEPS   ",2.428,7.81,0.19,0.3,232.7076,-65.59933,117,5824226655600824704,232.70754468474,-65.59936017562,1091.421934297990000,1054.408359080210000,1131.077672984410000,1729.740465444960,1,1
0.075678,119.74675,-29.307877,"LS Pup         ","DCEP    ",14.147,10.44,0.452,0.0,119.74675,-29.30788,118,5597327141100381568,119.74673634742,-29.30786300327,5344.865872142670000,4658.587509514620000,6242.042416064580000,1260.509366391560,1,1
0.022082,56.347305,48.083485,"MM Per         ","DCEP    ",4.118,10.8,0.484,0.04,56.34731,48.08348,119,248494232082353152,56.34731423542,48.08347574439,3622.133759568030000,3131.533791259300000,4272.808376330340000,869.192017624963,1,1
0.087994,303.09512,32.871624,"MW Cyg         ","DCEP    ",5.955,9.46,0.651,0.14,303.09512,32.87162,120,2055014277739104896,303.09510609338,32.87160045990,1380.615046511650000,1308.724139503820000,1460.690165611680000,1278.135962506110,1,1
0.087163,114.57587,-48.601433,"MY Pup         ","DCEPS   ",5.695,5.65,0.105,-0.06,114.57587,-48.60143,121,5506374096132016512,114.57584339112,-48.60141031376,777.524555393817000,739.619599207574000,819.444238188010000,974.530156243889,1,1
0.092950,198.50702,-64.324875,"MZ Cen         ","DCEP    ",10.354,11.56,0.782,0.26,198.50702,-64.32488,122,5859119760248045312,198.50695984705,-64.32487953481,5534.755716553560000,4695.197694137920000,6695.279181306760000,1676.255771024490,1,1
0.056557,119.693085,-38.99435,"NT Pup         ","DCEP    ",15.56,12.16,0.67,-0.1,119.69308,-38.99435,123,5537860123428416640,119.69307345754,-38.99433497847,5678.584598242700000,4737.919663916080000,7019.478501680590000,1769.126326211150,1,1
0.019732,10.096652,58.618523,"NY Cas         ","DCEPS   ",2.823,13.33,0.328,0.0,10.09665,58.61852,124,425324052915862912,10.09664070127,58.61852127231,9008.428174003860000,7789.442664124190000,10560.973063907800000,940.742855704877,1,1
0.006033,69.65807,47.74028,"OT Per         ","DCEP    ",26.091,13.5,1.355,0.0,69.65807,47.74028,125,257429344607790336,69.65807591646,47.74028019831,4977.848933786460000,3852.911178230930000,6694.282620448230000,1221.663310960410,1,1
0.090077,212.07138,-61.736427,"QY Cen         ","DCEP    ",17.752,11.78,1.213,0.21,212.07138,-61.73643,126,5866191402324493952,212.07132844040,-61.73643508026,2854.028412210360000,2551.663015796050000,3233.956469816620000,1314.549132925650,1,1
0.070036,242.83528,-54.35412,"QZ Nor         ","DCEPS   ",3.786,8.87,0.289,0.0,242.83528,-54.35412,127,5932565900081831040,242.83526288977,-54.35413454783,1995.147457058460000,1851.383392147070000,2162.532562320470000,1587.468170241940,1,1
0.134468,185.90703,-61.629128,"R Cru          ","DCEP    ",5.826,6.76,0.156,0.14,185.90703,-61.62913,128,6054935874793666176,185.90694977113,-61.62912879130,7479.415935158660000,5308.647982564900000,10482.086768888600000,1382.973916679270,1,1
0.084025,190.52094,-69.407555,"R Mus          ","DCEP    ",7.51,6.31,0.149,0.15,190.52094,-69.40755,129,5855468247702904704,190.52088887368,-69.40756375714,972.823974395321000,945.812179482138000,1001.394482422090000,1994.103018027880,1,1
0.154361,229.94048,-66.49604,"R TrA          ","DCEP    ",3.389,6.65,0.167,0.11,229.94048,-66.49604,130,5824464493705913472,229.94041276055,-66.49607517499,665.349172666515000,649.182980882695000,682.325862136264000,1716.540407344450,1,1
0.096025,340.36053,56.432785,"RR Lac         ","DCEP    ",6.416,8.85,0.267,0.06,340.36053,56.43279,131,2006989121667184384,340.36049613802,56.43277279790,2824.086249274900000,2577.258624519100000,3121.064068066290000,1055.693029143580,1,1
0.012955,95.55497,14.678126,"RS Ori         ","DCEP    ",7.567,8.41,0.332,0.0,95.55497,14.67813,132,3368698813404804352,95.55497026037,14.67812658045,1797.878770598990000,1623.558798102560000,2012.800989147620000,1213.172520397750,1,1
0.090257,123.26756,-34.578526,"RS Pup         ","DCEP    ",41.443,7.01,0.451,0.23,123.26757,-34.57853,133,5546476927338700416,123.26754705672,-34.57851335329,1632.242880586520000,1565.207368765700000,1705.154477941750000,1263.809101016610,1,1
0.223296,97.14204,30.493038,"RT Aur         ","DCEP    ",3.728,5.45,0.059,0.11,97.14203,30.49304,134,3435571660360952704,97.14203181920,30.49297811251,706.719307337610000,611.815825160491000,835.490899508906000,825.445999929277,1,1
0.099660,176.13701,-67.305244,"RT Mus         ","DCEP    ",3.086,8.99,0.322,0.07,176.13701,-67.30525,135,5235910694044165760,176.13693705863,-67.30525032834,1412.723903178260000,1351.906046338410000,1479.160150119330000,2003.016387614370,1,1
0.010636,280.48492,-4.1106596,"RU Sct         ","DCEP    ",19.703,9.47,0.914,0.18,280.48492,-4.11066,136,4258436301367796480,280.48492496254,-4.11066295956,2196.825021298780000,1882.062727058890000,2631.338002853570000,1384.180367359360,1,1
0.062509,254.58229,-33.609108,"RV Sco         ","DCEP    ",6.061,7.03,0.343,0.11,254.58229,-33.60911,137,6026412893938675712,254.58229262955,-33.60912907100,865.468437209328000,825.006693809170000,910.026137760973000,2012.189934598050,1,1
0.048475,58.590717,58.653324,"RW Cam         ","DCEP    ",16.414,8.68,0.592,0.14,58.59072,58.65332,138,473043922712140928,58.59070209047,58.65332943431,668.451600523036000,591.535681748814000,767.932957452697000,1342.340694449530,1,1
0.015554,24.308414,57.75922,"RW Cas         ","DCEP    ",14.795,9.23,0.44,0.11,24.30841,57.75922,139,508915489570374272,24.30840752053,57.75921613714,2645.784883933170000,2395.696074590780000,2951.391802742640000,921.166076229463,1,1
0.029456,75.34662,39.960396,"RX Aur         ","DCEP    ",11.623,7.67,0.254,0.04,75.34662,39.96039,140,200708636406382720,75.34662482031,39.96038150548,1756.805208604180000,1606.844079057090000,1936.784838788430000,1252.089056447160,1,1
0.014884,61.243603,58.659782,"RX Cam         ","DCEP    ",7.912,7.68,0.546,0.1,61.2436,58.65978,141,470361114339849472,61.24359270828,58.65978116285,1235.859457578240000,1176.647854488270000,1301.221459608390000,1355.162105591660,1,1
0.040612,358.0293,58.741726,"RY Cas         ","DCEP    ",12.137,9.95,0.635,0.15,358.0293,58.74172,142,1999252442448732288,358.02927537806,58.74171997552,2846.533745313900000,2593.010662616010000,3152.558919900160000,970.966912347861,1,1
0.079860,109.156815,-11.487306,"RY CMa         ","DCEP    ",4.678,8.11,0.238,0.06,109.15682,-11.48731,143,3046774762417915136,109.15680371197,-11.48729761553,1555.503127399180000,1446.123230034660000,1682.353303017350000,1220.737799152980,1,1
0.024475,267.7181,-33.70567,"RY Sco         ","DCEP    ",20.323,8.0,0.654,0.14,267.7181,-33.70567,144,4041690364529590144,267.71811109410,-33.70567600246,1236.994054585550000,1092.548932438750000,1424.596303163650000,2277.711156556110,1,1
0.142593,155.17096,-55.3214,"RY Vel         ","DCEP    ",28.136,8.37,0.539,0.11,155.17097,-55.3214,145,5355057622305532928,155.17091344826,-55.32138089860,7036.743626873200000,5152.305213175350000,9594.979993669610000,1137.619337386540,1,1
0.038702,110.3869,-16.687222,"RZ CMa         ","DCEP    ",4.255,9.7,0.475,0.03,110.38691,-16.68722,146,3027940437469882880,110.38689840992,-16.68721787797,1926.157247666870000,1786.805602707840000,2088.474162030290000,1288.567536830600,1,1
0.027747,90.65245,22.234152,"RZ Gem         ","DCEP    ",5.529,10.02,0.495,-0.14,90.65245,22.23415,147,3423693395726613504,90.65244294084,22.23414682699,3349.629693202830000,2698.717643935450000,4339.980247706520000,1171.334931579930,1,1
0.125644,129.25543,-44.114677,"RZ Vel         ","DCEP    ",20.398,7.08,0.301,0.1,129.25543,-44.11468,148,5523162573544337408,129.25540092082,-44.11465448438,1740.314296595830000,1647.313009526800000,1844.202815914180000,1288.915843886460,1,1
0.162935,193.59166,-58.430614,"S Cru          ","DCEP    ",4.69,6.6,0.172,-0.07,193.59166,-58.43062,149,6060173364061645696,193.59157736419,-58.43063233369,954.185556105928000,914.724437251355000,997.135938811635000,1340.210018548820,1,1
0.119682,183.1959,-70.15179,"S Mus          ","DCEP    ",9.66,6.13,0.201,0.04,183.1959,-70.15179,150,5855852527008107008,183.19581278734,-70.15179511549,875.377492676371000,790.764084428041000,979.886714377420000,1800.347522806830,1,1
0.040139,244.71596,-57.89979,"S Nor          ","DCEP    ",9.754,6.42,0.182,0.11,244.71596,-57.89979,151,5835124087174043136,244.71595242468,-57.89980251724,919.057431988098000,884.440356998004000,956.441656199536000,1951.692769981450,1,1
0.106492,299.00525,16.634789,"S Sge          ","DCEP    ",8.382,5.61,0.12,0.14,299.00525,16.63479,152,1820309639468685824,299.00526386912,16.63476448388,1519.865549621170000,1318.718145733690000,1791.187081594040000,1568.686733402910,1,1
0.047544,240.29465,-63.776535,"S TrA          ","DCEP    ",6.324,6.38,0.086,0.17,240.29465,-63.77654,153,5823134325151372032,240.29462772051,-63.77654885881,906.578882787856000,882.278768284916000,932.229884963653000,1725.126219502110,1,1
0.022867,280.9313,-7.7310996,"SS Sct         ","DCEP    ",3.671,8.2,0.34,0.11,280.9313,-7.7311,154,4251917636212432384,280.93130483451,-7.73109373124,1066.517063289850000,1002.299675489420000,1139.354037902600000,1670.809732795670,1,1
0.027555,86.26317,13.576362,"ST Tau         ","DCEP    ",4.034,8.22,0.328,0.0,86.26317,13.57636,155,3346584610911570176,86.26316891828,13.57635211566,1195.142323613240000,1111.305238384830000,1292.340271795000000,1007.960549381160,1,1
0.114151,131.2329,-50.56004,"ST Vel         ","DCEP    ",5.858,9.7,0.53,0.07,131.2329,-50.56004,156,5327836325732931840,131.23285544490,-50.56002009670,2299.393395061550000,2150.778820297190000,2469.563726662760000,1838.266946793300,1,1
0.114882,42.994797,68.888504,"SU Cas         ","DCEPS   ",1.949,5.97,0.271,0.11,42.9948,68.8885,157,541716257882226560,42.99483399509,68.88846684580,466.610493028947000,449.808019260947000,484.692601148469000,1122.017947881940,1,1
0.042680,296.20306,29.264692,"SU Cyg         ","DCEP    ",3.845,6.86,0.125,0.03,296.20306,29.26469,158,2031776202613700480,296.20305939423,29.26467923408,836.821534469909000,801.894603437759000,874.869816817258000,2053.772991659250,1,1
0.046358,95.359604,6.4701605,"SV Mon         ","DCEP    ",15.233,8.26,0.264,0.04,95.3596,6.47016,159,3324153371114695680,95.35960701923,6.47015284010,3220.736719439280000,2516.802167172900000,4368.502574464090000,1379.744784755040,1,1
0.097690,72.44974,42.28971,"SV Per         ","DCEP    ",11.129,8.98,0.324,0.07,72.44973,42.28971,160,203496585576324224,72.44976565791,42.28970488064,3475.844836932480000,2165.172612299160000,5674.088566271160000,1224.855103174650,1,1
0.104371,297.09918,27.286507,"S Vul          ","DCEP    ",68.464,8.97,0.735,0.04,297.09918,27.28651,161,2027971514401523456,297.09917689286,27.28648185158,3002.966315453010000,2662.261496970660000,3439.389414374490000,1669.038544580110,1,1
0.135582,161.23477,-56.289555,"SV Vel         ","DCEP    ",14.097,8.59,0.376,0.14,161.23479,-56.28955,162,5351331755370445056,161.23472070691,-56.28954270396,2299.883451311020000,2114.382655088770000,2519.941829877170000,1200.821638152380,1,1
0.103488,297.87878,27.460232,"SV Vul         ","DCEP    ",44.993,7.23,0.474,0.11,297.87878,27.46023,163,2027951173435143680,297.87876445837,27.46020706685,2494.170487116060000,2315.040954024660000,2702.552290065460000,1559.477117080710,1,1
0.079784,346.79202,58.554203,"SW Cas         ","DCEP    ",5.441,9.71,0.475,0.07,346.79202,58.5542,164,2010285491880986112,346.79198262736,58.55419186916,2262.033079464270000,2106.843650347870000,2441.176566277880000,1007.104290584290,1,1
0.098141,130.91121,-47.40311,"SW Vel         ","DCEP    ",23.407,8.12,0.338,-0.05,130.91121,-47.40311,165,5329352998951582976,130.91118121408,-47.40309083748,3449.067428398880000,2978.386032657440000,4083.503142423260000,1427.916463297200,1,1
0.104890,161.52434,-57.547535,"SX Car         ","DCEP    ",4.86,9.09,0.323,-0.03,161.52434,-57.54753,166,5350977643913585280,161.52428668998,-57.54752124532,1942.359022329600000,1794.735499086800000,2115.732144077780000,1273.677653137310,1,1
0.108729,131.2228,-46.342983,"SX Vel         ","DCEP    ",9.55,8.29,0.237,0.04,131.2228,-46.34298,167,5329838158460391296,131.22275869686,-46.34296120141,2288.741192597560000,2085.617418443120000,2534.266238401160000,1266.987424556690,1,1
0.002292,78.163445,42.831783,"SY Aur         ","DCEP    ",10.145,9.07,0.386,0.0,78.16345,42.83178,168,201509768065410944,78.16345219825,42.83178011572,2914.979070217650000,2512.773030753360000,3460.406701831310000,1387.881432487480,1,1
0.050438,3.7908869,58.42429,"SY Cas         ","DCEP    ",4.071,9.88,0.449,0.1,3.79089,58.42429,169,422923956470923008,3.79086938135,58.42428076030,2333.511842566330000,2177.757827910750000,2512.542822764120000,949.148738438092,1,1
0.045254,238.67839,-54.566433,"SY Nor         ","DCEP    ",12.645,9.5,0.611,0.36,238.67838,-54.56643,170,5884729035255064064,238.67837379266,-54.56644168048,2335.828115956330000,2155.280890259060000,2548.467889376290000,1447.284388213490,1,1
0.073567,286.16425,1.3061544,"SZ Aql         ","DCEP    ",17.141,8.63,0.553,0.23,286.1642,1.30615,171,4267549637851481344,286.16423452505,1.30614363512,2228.840262517880000,2019.381934571740000,2485.157776716820000,1313.091641350250,1,1
0.005535,36.80736,59.460606,"SZ Cas         ","DCEPS   ",13.639,9.84,0.713,0.1,36.80736,59.4606,172,459263743483634304,36.80736434778,59.46060116012,2528.197208442000000,2281.769845948120000,2831.728359214640000,1082.800754918640,1,1
0.079702,308.22623,46.601273,"SZ Cyg         ","DCEP    ",15.11,9.43,0.594,0.14,308.22623,46.60127,173,2071433765909167232,308.22621086629,46.60124952769,2561.488253837690000,2397.425657010980000,2749.024842583690000,1348.174180011530,1,1
0.109630,69.31158,18.543036,"SZ Tau         ","DCEPS   ",3.149,6.53,0.306,0.12,69.31157,18.54304,174,3409635486731094400,69.31155357689,18.54301272153,687.020675352116000,659.369767754868000,717.042869194805000,537.548796726757,1,1
0.137048,143.46191,-36.61576,"T Ant          ","DCEP    ",5.898,9.34,0.3,-0.18,143.46191,-36.61576,175,5436296928693979392,143.46187747789,-36.61573657609,3072.228600434450000,2822.792986503260000,3367.776200489700000,843.975204056733,1,1
0.160123,185.33803,-62.28163,"T Cru          ","DCEP    ",6.733,6.56,0.191,0.14,185.33803,-62.28163,176,6054829806275577216,185.33793264464,-62.28163509332,856.289771828771000,836.340027989396000,877.196456300762000,1439.237887133850,1,1
0.044509,96.30417,7.0857115,"T Mon          ","DCEP    ",27.025,6.13,0.208,0.18,96.30417,7.08571,177,3324535073449061504,96.30416898644,7.08569768826,1796.939916409440000,1597.074769420250000,2052.100954348240000,1380.028220340030,1,1
0.070313,287.05728,1.2986517,"TT Aql         ","DCEP    ",13.755,7.13,0.487,0.15,287.05728,1.29865,178,4267397694768545920,287.05728929396,1.29863211900,1095.141479536960000,1031.986499183090000,1166.364644523690000,1397.672423441240,1,1
0.063317,6.581035,51.280357,"TU Cas         ","DCEP(B) ",2.139,7.75,0.1,0.08,6.58104,51.28036,179,394818721274314112,6.58104575292,51.28034397196,1060.553367281230000,1009.603415741110000,1116.802796379340000,702.933648411589,1,1
0.008511,61.88666,60.318462,"TV Cam         ","DCEP    ",5.295,11.69,0.56,-0.03,61.88666,60.31846,180,473615222081933952,61.88666234231,60.31846088666,7269.174265887430000,6002.664819756040000,9028.899371199380000,1291.842758665770,1,1
0.112525,129.4201,-47.36197,"T Vel          ","DCEP    ",4.64,8.03,0.282,0.04,129.4201,-47.36197,181,5521459979795304320,129.42006909317,-47.36194934508,1137.708959962290000,1093.948043139460000,1185.046716698320000,1602.707323525240,1,1
0.116362,312.86765,28.250505,"T Vul          ","DCEP    ",4.435,5.75,0.092,0.07,312.86765,28.2505,182,1857884212378132096,312.86767646312,28.25048271236,589.675882628729000,559.495213475983000,623.233222858458000,1144.725700992360,1,1
0.039402,110.50992,-14.318193,"TW CMa         ","DCEP    ",6.995,9.56,0.374,-0.12,110.50991,-14.31819,183,3031875585286182144,110.50990483375,-14.31818019999,3225.896671002850000,2770.997434909910000,3844.093486917920000,1201.510254982870,1,1
0.019263,102.634735,0.0069961,"TW Mon         ","DCEP    ",7.097,12.57,0.654,-0.12,102.63473,0.007,184,3113441691460573312,102.63473262873,0.00699855065,4632.012512100210000,3925.555316188720000,5605.158914705600000,1229.383854380470,1,1
0.061539,241.23012,-51.953514,"TW Nor         ","DCEP    ",10.786,11.67,1.19,0.34,241.2301,-51.95351,185,5981406000300438016,241.23009579155,-51.95352686504,2636.519918115350000,2343.134727927930000,3010.156781328990000,1346.918009607980,1,1
0.037502,315.02658,42.59756,"TX Cyg         ","DCEP    ",14.71,9.51,1.123,0.12,315.02658,42.59756,186,2161786374436607616,315.02658111749,42.59755046783,1236.695604192390000,1182.644853408090000,1295.815584746750000,930.423591246217,1,1
0.105671,312.5529,3.6523235,"TX Del         ","CWB:    ",6.166,9.145,0.222,0.29,312.5529,3.65232,187,1734124248699204096,312.55288570950,3.65229058180,994.838835813738000,956.835256705750000,1035.923464659280000,877.075422441860,1,1
0.026213,102.71779,-1.4292281,"TX Mon         ","DCEP    ",8.702,10.96,0.473,-0.03,102.71779,-1.42923,188,3106349738382214144,102.71778144106,-1.42922933116,4099.431706363560000,3454.712779530790000,5002.922248491510000,1279.995939921560,1,1
0.015921,104.50389,-0.3759619,"TZ Mon         ","DCEP    ",7.428,10.79,0.434,0.01,104.50389,-0.37596,189,3112475495616980992,104.50389383054,-0.37596338320,4315.687322634910000,3706.123071743580000,5136.778231530430000,1142.547146800630,1,1
0.089622,177.73508,-65.14072,"TZ Mus         ","DCEP    ",4.945,11.69,0.676,0.04,177.73508,-65.14072,190,5332397512328481920,177.73501853394,-65.14071235455,4253.498165211600000,3632.323067643690000,5110.567883606140000,1857.845833127290,1,1
0.094094,164.45078,-59.73219,"U Car          ","DCEP    ",38.829,6.25,0.276,0.07,164.45078,-59.73219,191,5338359442320395904,164.45072691323,-59.73217958160,1973.079624288090000,1862.653466631240000,2097.117641432640000,1491.771427485190,1,1
0.042758,235.58716,-55.311928,"U Nor          ","DCEP    ",12.644,9.23,0.868,0.2,235.58716,-55.31193,192,5884368498528237952,235.58714391873,-55.31194026922,1569.998401382570000,1452.282858284800000,1707.990092149720000,1424.283225710930,1,1
0.121316,277.97223,-19.125072,"U Sgr          ","DCEP    ",6.745,6.69,0.408,0.14,277.97223,-19.12507,193,4092905375639902464,277.97220975806,-19.12509894399,672.545862223014000,652.747646932507000,693.559687155063000,1825.239958417430,1,1
0.081708,178.07384,-65.40418,"UU Mus         ","DCEP    ",11.636,9.78,0.431,0.11,178.07384,-65.40418,194,5332375453374624640,178.07378275455,-65.40418210756,3415.365934593100000,3124.033614074920000,3764.736457422900000,1886.857044971220,1,1
0.039079,294.1572,20.332935,"U Vul          ","DCEP    ",7.991,7.13,0.598,0.14,294.1572,20.33294,195,1825621002188696448,294.15720453209,20.33293176524,925.832278157707000,893.327629091874000,960.744975787509000,1397.382797303910,1,1
0.142968,156.712,-59.669548,"UW Car         ","DCEP    ",5.346,9.43,0.428,0.0,156.712,-59.66955,196,5255220656517219840,156.71193714725,-59.66953231264,3420.873346742260000,3102.785060774680000,3808.896890552730000,1637.204443592760,1,1
0.111650,157.29684,-57.6134,"UX Car         ","DCEP    ",3.682,8.3,0.102,0.07,157.29684,-57.6134,197,5351721738384434048,157.29678844514,-57.61339169878,1700.435207772260000,1596.302491571730000,1818.771089831360000,1291.375443443980,1,1
0.011146,33.281193,58.079952,"UX Per         ","DCEP    ",4.566,11.63,0.462,-0.15,33.28119,58.07995,198,506699870563323264,33.28118918439,58.07995151916,3770.538798723480000,3287.575418095570000,4403.158228216150000,986.742270528716,1,1
0.094910,158.01842,-61.782627,"UY Car         ","DCEP    ",5.544,8.96,0.188,0.08,158.01842,-61.78263,199,5253795384546671104,158.01837055565,-61.78261659034,11321.139898303300000,8064.736307607490000,15792.038362892900000,2028.648143324540,1,1
0.029532,104.709656,9.622733,"UY Mon         ","DCEPS   ",2.398,9.41,0.102,-0.08,104.70966,9.62273,200,3157950918582624256,104.70965511161,9.62272944164,3172.287971970410000,2794.207561576080000,3659.119731442000000,901.168261318899,1,1
0.105672,159.07426,-61.01257,"UZ Car         ","DCEP    ",5.205,9.33,0.213,0.12,159.07426,-61.01257,201,5254295559276699392,159.07420940953,-61.01255725518,2490.475583589140000,2325.824123216560000,2679.619298196780000,1837.394329400700,1,1
0.036892,277.8432,-12.928705,"UZ Sct         ","DCEP    ",14.744,11.25,0.959,0.39,277.8432,-12.92871,202,4104869264724284544,277.84319191992,-12.92871564617,3038.701699669200000,2644.110663625380000,3564.190691218130000,1581.860225817330,1,1
0.068645,297.06445,43.126934,"V1154 Cyg      ","DCEP    ",4.926,9.17,0.315,-0.05,297.06445,43.12693,203,2078709577944648192,297.06443350717,43.12691764351,2265.083746011900000,2148.413539118670000,2394.868828946920000,1792.648726643710,1,1
0.192201,298.08746,-11.366877,"V1162 Aql      ","DCEP    ",5.376,7.79,0.184,0.07,298.08746,-11.36688,204,4190143160245024256,298.08749648122,-11.36692281043,1310.573250215320000,1224.720977397370000,1409.095506160680000,1481.472189193650,1,1
0.053701,319.8424,38.237465,"V1334 Cyg      ","DCEPS   ",3.333,5.86,0.025,0.08,319.8424,38.23746,205,1964855904803120640,319.84242569458,38.23746456827,851.179821911062000,804.569912550925000,903.408773266697000,1146.399867886520,1,1
0.351042,300.91653,-3.3774564,"V1359 Aql      ","ROT     ",96.29,9.27,0.652,0.14,300.91653,-3.37746,206,4221990995578794496,300.91658647609,-3.37754251651,242.276662705123000,239.525676655019000,245.090419233935000,1243.274342602160,1,1
0.073788,322.41226,48.969086,"V1726 Cyg      ","DCEPS   ",4.236,9.0,0.293,0.04,322.41226,48.96908,207,2170875933990745088,322.41223452993,48.96907209131,2642.536431882000000,2431.492124958700000,2892.222422331930000,1018.080736802360,1,1
0.023230,85.62191,37.64634,"V0335 Aur      ","DCEP    ",3.413,12.46,0.619,-0.22,85.62191,37.64634,208,189739251272296192,85.62191252059,37.64633325607,3680.467719644840000,3112.304929413690000,4471.276816597230000,1156.208906438910,1,1
0.078798,119.24043,-22.825438,"V0335 Pup      ","DCEPS   ",4.861,8.7,0.177,0.04,119.24043,-22.82544,209,5711201189563596416,119.24041552933,-22.82542437056,2611.920028389840000,2343.698024580430000,2946.044499642480000,1025.396950597600,1,1
0.130065,215.45227,-61.54963,"V0339 Cen      ","DCEP    ",9.466,8.7,0.426,0.1,215.45227,-61.54963,210,5854560115494081024,215.45223551637,-61.54966126499,1909.919379217770000,1800.989821977750000,2032.557020260970000,1329.888236915970,1,1
0.112051,251.32964,-51.34261,"V0340 Ara      ","DCEP    ",20.814,10.2,0.548,0.36,251.32964,-51.34261,211,5937099633141128448,251.32961657352,-51.34263816721,3602.681787325820000,3055.332921469500000,4370.346715312950000,1705.049202666560,1,1
0.052722,281.3229,-20.64738,"V0350 Sgr      ","DCEP    ",5.154,7.47,0.308,0.23,281.3229,-20.64738,213,4080122796947250176,281.32289956309,-20.64739395945,988.591061538535000,944.088105901634000,1037.413633105570000,2084.187379538320,1,1
0.078378,338.4223,57.318306,"V0351 Cep      ","DCEPS   ",2.806,9.45,0.436,0.07,338.4223,57.3183,214,2007654601080023040,338.42226193129,57.31829799292,1909.322998461540000,1774.412117433330000,2065.848266798610000,1149.494257327480,1,1
0.022216,278.39682,-10.4272585,"V0367 Sct      ","DCEP(B) ",6.293,11.61,1.145,0.04,278.39682,-10.42726,215,4155020566971108224,278.39681411901,-10.42725843738,2243.587639905580000,1994.498918882850000,2561.268458086600000,1563.934923038160,1,1
0.092069,199.74284,-62.382336,"V0378 Cen      ","DCEPS   ",6.46,8.48,0.374,0.04,199.74284,-62.38233,216,5868480143187802240,199.74279641879,-62.38234508173,1712.902448459100000,1604.356618562650000,1836.846588346840000,1420.828093271180,1,1
0.057690,6.6498265,60.798176,"V0379 Cas      ","DCEPS   ",4.306,9.12,0.6,0.11,6.64983,60.79818,217,428839329030983040,6.64980316036,60.79817029601,1859.027460488840000,1759.231633052080000,1970.546306833510000,1027.861393088030,1,1
0.101702,207.68454,-57.5805,"V0381 Cen      ","DCEP    ",5.079,7.67,0.206,0.07,207.68454,-57.5805,218,5871738271033526016,207.68448927272,-57.58050958485,1151.024670721340000,1107.282192648920000,1198.295290336060000,1338.505105823810,1,1
0.059759,318.6685,41.716347,"V0386 Cyg      ","DCEP    ",5.258,9.63,0.907,0.17,318.66846,41.71635,219,1968971582984827136,318.66846964217,41.71633688285,1082.083841585830000,1050.786375457940000,1115.266338104340000,1151.188361137810,1,1
0.099908,150.01538,-66.276245,"V0397 Car      ","DCEPS   ",2.063,8.32,0.223,0.08,150.0154,-66.27624,220,5245796334347122944,150.01532812735,-66.27623280714,1128.892183079470000,1096.107657213380000,1163.660396161910000,1750.715917606360,1,1
0.062324,302.28232,37.15197,"V0402 Cyg      ","DCEP    ",4.365,9.88,0.455,0.07,302.28232,37.15197,221,2060021625508894592,302.28231882864,37.15195260672,2339.835695042260000,2193.380179128460000,2506.752414315730000,1597.879812685560,1,1
0.101804,172.72679,-56.89884,"V0419 Cen      ","DCEPS   ",5.507,8.19,0.159,0.12,172.72679,-56.89884,222,5342889189693782272,172.72674122388,-56.89883483198,2812.174533629180000,2465.619233921580000,3265.976618606960000,1376.427758361440,1,1
0.040726,35.965603,55.36486,"V0440 Per      ","DCEPS   ",7.57,6.28,0.258,0.01,35.9656,55.36486,223,455914562346088704,35.96558739499,55.36485136819,1101.113496102720000,1046.860993454790000,1161.173077703930000,908.738507033215,1,1
0.037830,107.0388,-0.0657153,"V0465 Mon      ","DCEPS   ",2.714,10.37,0.247,0.08,107.0388,-0.06572,224,3111232222843099136,107.03879634622,-0.06571194932,3612.251618799030000,3028.652716646100000,4433.364190919340000,1012.825519604350,1,1
0.092357,288.99786,27.926302,"V0473 Lyr      ","DCEP-SO ",1.491,6.14,0.046,0.0,288.99786,27.9263,225,2036471357742521728,288.99789250640,27.92630372213,447.441277499773000,439.513386657497000,455.655120940552000,1889.696049224050,1,1
0.062215,262.7016,-33.609905,"V0482 Sco      ","DCEP    ",4.528,7.96,0.359,0.12,262.70157,-33.60991,226,4054440301294394624,262.70158661359,-33.60991764201,1057.110765373610000,1005.864879222430000,1113.754690025010000,1976.543419452060,1,1
0.020670,97.772675,-2.1467936,"V0484 Mon      ","DCEP    ",3.135,13.73,0.667,0.0,97.77268,-2.14679,227,3117307814859500416,97.77267673496,-2.14679183091,8771.915759031740000,7369.156511972820000,10664.568662898300000,1375.096896116260,1,1
0.004131,99.2641,-2.8240993,"V0495 Mon      ","DCEP    ",4.097,12.44,0.602,-0.15,99.2641,-2.8241,228,3106642552072285952,99.26409832682,-2.82409918852,3984.511816531990000,3005.459691369630000,5623.459903233470000,1423.926839983800,1,1
0.067822,287.08655,-7.437745,"V0496 Aql      ","DCEPS   ",6.807,7.75,0.426,0.11,287.08655,-7.43775,229,4204653587029046400,287.08654408297,-7.43776832770,1031.795953412990000,982.289034457278000,1086.458388927690000,1833.083957872560,1,1
