angDist,_RAJ2000,_DEJ2000,Name,Type,Period,Vmag,E_B-V_,__Fe_H_3,_RA,_DE,recno,id,RA_ICRS,DE_ICRS,rest,b_rest,B_rest,rlen,ResFlag,ModFlag
0.122936,122.99986,-46.64435,"AH Vel         ","DCEPS   ",4.227,5.69,0.036,0.11,122.99986,-46.64435,12,5519380077440172672,122.99983495921,-46.64431978607,805.287686678090000,769.650305417268000,844.320521868582000,2003.048516527290,1,1
0.043617,74.92307,40.836037,"AN Aur         ","DCEP    ",10.291,10.45,0.542,-0.1,74.92307,40.83604,14,201574982848108416,74.92307101071,40.83602845810,6629.605652132480000,5216.507124122170000,8678.030665242110000,1276.474413970210,1,1
0.010890,86.93772,32.014645,"AO Aur         ","DCEP    ",6.763,10.85,0.437,-0.21,86.93772,32.01464,15,3445193619757587456,86.93772063856,32.01464378808,5516.735703793630000,4496.172806182410000,6987.886256665400000,1234.382393448890,1,1
0.032640,111.16913,-26.188501,"AO CMa         ","DCEP    ",5.816,12.07,0.694,-0.09,111.16913,-26.1885,16,5613165915335320192,111.16912581774,-26.18849068927,4118.178972455550000,3697.151217763570000,4642.586573263970000,1835.011540093930,1,1
0.117485,119.4403,-40.123356,"AP Pup         ","DCEP    ",5.084,7.38,0.25,0.06,119.4403,-40.12336,17,5537743094157581568,119.44026896909,-40.12333726500,1206.395976936510000,1158.012223230530000,1258.918043978820000,1828.572908089800,1,1
0.055557,273.2604,-23.11728,"AP Sgr         ","DCEP    ",5.058,6.95,0.184,0.15,273.2604,-23.11728,18,4066429066901946368,273.26040319214,-23.11729418340,873.810731987380000,835.012136762018000,916.318553838366000,1721.651652946400,1,1
0.112681,155.34573,-61.074093,"AQ Car         ","DCEP    ",9.769,8.85,0.168,0.06,155.34573,-61.07409,19,5254662177677566464,155.34567490054,-61.07407591850,3178.674680611740000,2891.227156493040000,3527.610513162060000,1978.353349716410,1,1
0.062661,119.59203,-29.130093,"AQ Pup         ","DCEP    ",30.149,8.71,0.531,-0.03,119.59204,-29.13009,20,5597379741549105280,119.59202337119,-29.13008262580,3118.208101594990000,2809.892272850980000,3499.053857769080000,1264.073363141330,1,1
0.037015,64.945244,48.95327,"AS Per         ","DCEP    ",4.973,9.72,0.684,0.15,64.94524,48.95327,21,270272675510149504,64.94524473078,48.95326133415,1822.484507352130000,1703.080554522290000,1959.436156900430000,1079.651909526150,1,1
0.109841,123.093346,-36.94376,"AT Pup         ","DCEP    ",6.665,7.98,0.166,-0.09,123.09335,-36.94376,22,5541507237862358912,123.09332212717,-36.94374227276,1679.436507179790000,1598.155313747600000,1769.248439767640000,1402.942555214300,1,1
0.069275,222.62624,-67.49762,"AV Cir         ","DCEPS   ",3.065,7.41,0.374,0.15,222.62624,-67.49762,23,5848500161483878400,222.62619724914,-67.49763190815,958.783658921757000,926.555214964452000,993.291173249403000,1731.078419100790,1,1
0.049471,271.20328,-22.7324,"AV Sgr         ","DCEP    ",15.415,11.29,1.238,0.4,271.20328,-22.7324,24,4069645924308096512,271.20327517042,-22.73241445390,1747.964784744310000,1550.169347991010000,2001.954016281290000,1675.877957898280,1,1
0.031400,71.94298,36.722786,"AW Per         ","DCEP    ",6.464,7.48,0.479,0.07,71.94298,36.72279,25,174489098011145216,71.94298041846,36.72278127792,937.085947078420000,883.042323352180000,998.028281259424000,940.956415438505,1,1
0.110175,223.14688,-63.809837,"AX Cir         ","DCEP    ",5.273,5.88,0.265,0.0,223.1469,-63.80984,26,5873984023533350400,223.14684189733,-63.80986009732,603.794555167114000,479.694308998822000,814.332369367096000,1666.716290947030,1,1
0.159539,122.70551,-47.698563,"AX Vel         ","DCEP(B) ",2.593,8.22,0.256,-0.03,122.70552,-47.69856,27,5519196703818908800,122.70547229184,-47.69852871496,1554.306547518510000,1481.420160912940000,1634.588724198130000,1920.454645501080,1,1
0.118910,171.27399,-60.73462,"AY Cen         ","DCEP    ",5.31,8.81,0.357,0.07,171.27399,-60.73462,28,5334506135119058304,171.27392083997,-60.73461201527,1733.160838537040000,1639.292645510250000,1838.189737170340000,1475.679228608030,1,1
0.100974,171.30411,-61.369156,"AZ Cen         ","DCEPS   ",3.212,8.63,0.166,0.0,171.3041,-61.36916,29,5334449269746243328,171.30403919339,-61.36914801269,2210.271198050300000,2063.223897490720000,2379.338894101210000,1534.341083739710,1,1
0.095423,178.38974,-62.8522,"BB Cen         ","DCEPS   ",3.998,10.08,0.381,0.18,178.38974,-62.8522,30,5334591003669216000,178.38968257652,-62.85219551674,3783.191355220920000,3452.434711338990000,4181.326264612650000,1539.756445696560,1,1
0.031397,98.64706,13.079085,"BB Gem         ","DCEP    ",2.308,11.44,0.43,-0.03,98.64706,13.07909,31,3355398399201468544,98.64705378200,13.07908183356,4092.967253467490000,3450.753476162980000,4987.421502345420000,1151.291204251660,1,1
0.166351,281.47543,12.336142,"BB Her         ","DCEP    ",7.508,10.08,0.392,0.2,281.47543,12.33614,32,4505300988492333312,281.47541247956,12.33609821141,3787.491785635610000,3181.430821073950000,4652.959095045780000,1715.624737437970,1,1
0.082371,282.74948,-20.29523,"BB Sgr         ","DCEP    ",6.637,6.95,0.285,0.14,282.74948,-20.29523,33,4085919765884068736,282.74947243374,-20.29525221756,784.124360234025000,759.441153908218000,810.435171371022000,2072.137214229740,1,1
0.052768,112.510635,-23.67399,"BC Pup         ","DCEP    ",3.544,13.88,0.8,-0.18,112.51064,-23.67399,34,5618354751226656640,112.51063049984,-23.67398110216,8480.517399344260000,7312.626960249370000,10020.962756083000000,1558.320964829770,1,1
0.035084,2.46414,61.51404,"BD Cas         ","DCEPS   ",3.651,11.0,1.006,-0.02,2.46414,61.51404,35,429635993926502912,2.46412253662,61.51403679238,2795.176293116550000,2587.931036896550000,3037.276624994030000,1072.665844985780,1,1
0.143273,83.4063,-62.48981,"bet Dor        ","DCEP    ",9.843,3.76,0.075,0.04,83.4063,-62.48981,36,4757601523650165120,83.40630967798,-62.48977125109,322.112618741328000,293.950301547801000,356.123189264926000,532.061183324045,1,1
0.031754,256.52292,-26.580564,"BF Oph         ","DCEP    ",4.068,7.34,0.261,0.08,256.52292,-26.58056,37,4111834567779557376,256.52291013897,-26.58056506228,833.406967893181000,790.797762052960000,880.780133611185000,2396.047401426720,1,1
0.215582,187.91805,-59.423923,"BG Cru         ","DCEPS   ",3.343,5.46,0.104,0.1,187.91805,-59.42392,38,6058439910929477120,187.91793472176,-59.42394057625,555.535831355549000,529.195528963343000,584.584373958022000,1314.129097135690,1,1
0.066617,330.10477,43.44537,"BG Lac         ","DCEP    ",5.332,8.88,0.337,0.04,330.10477,43.44537,39,1960981328902089088,330.10475703799,43.44535264074,1857.071213763840000,1755.219430898750000,1971.166514182140000,919.822445137636,1,1
0.172080,137.06561,-51.43628,"BG Vel         ","DCEP    ",6.924,7.66,0.434,0.04,137.06561,-51.43628,40,5324034867356093056,137.06554687899,-51.43625487437,966.603200177278000,932.695530921209000,1003.020763567980000,1566.909793997120,1,1
0.029850,77.667625,49.68761,"BK Aur         ","DCEP    ",8.002,9.43,0.393,0.11,77.66762,49.68761,41,261548119462093568,77.66762375228,49.68760328367,2766.567291899540000,2459.193623308910000,3157.323550900140000,1197.660947036510,1,1
0.008898,67.41412,48.421974,"BM Per         ","DCEP    ",22.952,10.42,0.919,0.06,67.41412,48.42197,42,258412862056729472,67.41412112965,48.42196848061,3908.968645921310000,3330.496656512090000,4701.733002405340000,1151.070747094970,1,1
0.038657,121.58948,-30.09688,"BN Pup         ","DCEP    ",13.673,9.91,0.422,0.07,121.58948,-30.09688,43,5596601154188852352,121.58947125285,-30.09687070011,5255.908549982740000,4575.263006278240000,6146.342451293030000,1174.473142080100,1,1
0.118524,221.67491,-61.46194,"BP Cir         ","DCEPS   ",2.398,7.55,0.258,0.0,221.67493,-61.46194,44,5877460679352962048,221.67486886298,-61.46195862416,978.368343061348000,941.008369327643000,1018.758246205770000,1432.957624997770,1,1
0.052910,279.0664,4.3982477,"BQ Ser         ","DCEP(B) ",4.271,9.51,0.782,0.01,279.0664,4.39825,45,4283775646336574336,279.06642077480,4.39825260835,1219.686693675040000,1147.696323340010000,1301.114621719890000,1396.946660682410,1,1
0.104529,311.49915,45.306957,"BZ Cyg         ","DCEP    ",10.142,10.22,0.832,0.12,311.49915,45.30696,46,2070224337474904064,311.49912676475,45.30693518844,2098.311102157890000,1974.483508573610000,2238.282698556290000,993.113135677184,1,1
0.073679,301.11066,34.112274,"CD Cyg         ","DCEP    ",17.074,8.95,0.512,0.17,301.11066,34.11227,47,2058374144759464064,301.11066161306,34.11225029069,2449.567050028310000,2261.222970524690000,2671.231740413590000,1703.740062662430,1,1
0.942394,359.53882,61.213684,"CE CasA        ","DCEP    ",5.141,11.06,0.556,-0.11,359.5388,61.21368,48,2011892325047232256,359.53933041604,61.21369648242,3130.326189878310000,2844.133690666460000,3477.598810070770000,1065.182206587420,1,1
0.942394,359.53882,61.213684,"CE CasB        ","DCEP    ",4.479,11.06,0.527,0.03,359.5388,61.21368,49,2011892325047232256,359.53933041604,61.21369648242,3130.326189878310000,2844.133690666460000,3477.598810070770000,1065.182206587420,1,1
0.069278,123.53349,-42.568157,"CE Pup         ","DCEP    ",49.326,11.8,0.74,0.0,123.5335,-42.56816,50,5521354838988727168,123.53348763007,-42.56814433493,10992.523533680500000,8918.843704250400000,13896.221927240700000,1846.629646945950,1,1
0.042645,359.5749,61.22106,"CF Cas         ","DCEP    ",4.875,11.14,0.556,0.04,359.5749,61.22106,51,2011892703004353792,359.57487138800,61.22105403490,3132.960931520470000,2839.849701440330000,3490.316867926760000,1065.458749129050,1,1
0.062157,350.6185,62.75715,"CH Cas         ","DCEP    ",15.092,11.0,0.942,-0.03,350.6185,62.75715,52,2016581673416790656,350.61846425648,62.75714290849,3315.293016429730000,3022.564185604150000,3668.207040409010000,1241.230947124200,1,1
0.029794,31.259138,57.142933,"CI Per         ","DCEP?   ",3.297,12.64,0.261,0.0,31.25914,57.14293,53,505178760644698880,31.25912935427,57.14293499677,5905.983456169230000,5042.710842311110000,7051.534097856240000,939.854189935654,1,1
0.084150,153.88695,-58.17445,"CN Car         ","DCEP    ",4.933,10.69,0.438,0.11,153.88693,-58.17445,54,5258574068220187648,153.88689357500,-58.17443861599,2540.910878228250000,2344.271299776840000,2772.519928258730000,1466.352008837100,1,1
0.069892,329.46954,56.1639,"CP Cep         ","DCEP    ",17.859,10.58,0.681,0.04,329.46954,56.1639,55,2198162651491732608,329.46951659266,56.16388609203,3147.724779863010000,2854.561385736460000,3505.298023469020000,1364.662651028040,1,1
0.076548,341.6032,59.4422,"CR Cep         ","DCEP?   ",6.233,9.65,0.704,0.0,341.6032,59.4422,56,2008504454839717120,341.60317568038,59.44218788895,1413.527127994560000,1354.943879845210000,1477.297388158400000,1170.791519355070,1,1
0.008584,91.43635,13.239988,"CR Ori         ","DCEP    ",4.911,12.34,0.527,0.0,91.43635,13.23999,57,3344297935963515008,91.43635026668,13.23998942777,4866.481600764130000,4024.927032260570000,6071.615224340130000,1281.659604065590,1,1
0.026719,91.8561,11.151976,"CS Ori         ","DCEP    ",3.889,11.39,0.373,-0.23,91.8561,11.15198,58,3330259852538068608,91.85610833639,11.15197636107,3429.714340778070000,2943.305844447720000,4092.507828721640000,1325.957058103140,1,1
0.087932,145.29276,-53.81605,"CS Vel         ","DCEP    ",5.905,11.7,0.716,0.14,145.29276,-53.81605,59,5308893149150949248,145.29272063456,-53.81603799521,4987.806342988300000,4337.845755534610000,5844.927381398490000,1428.457246492530,1,1
0.027993,98.194984,0.0431436,"CU Mon         ","DCEP    ",4.708,13.61,0.744,-0.21,98.19498,0.04314,60,3120059651944988544,98.19498185404,0.04314591655,5366.683874029220000,4142.450214967260000,7248.271326851760000,1363.207062540640,1,1
0.028533,99.27019,3.0639656,"CV Mon         ","DCEP    ",5.379,10.31,0.705,0.0,99.27019,3.06397,61,3127142323596470144,99.27018865242,3.06396226600,1961.639183087360000,1813.747189578600000,2135.085877272500000,1278.534661472180,1,1
0.084266,136.65875,-52.357468,"CX Vel         ","DCEP    ",6.255,11.38,0.703,0.11,136.65875,-52.35747,62,5323839566594292992,136.65872195259,-52.35745728238,2866.262935290150000,2391.393173479770000,3560.363360790330000,1789.195758038520,1,1
0.009985,74.417,46.09253,"CY Aur         ","DCEP    ",13.848,11.85,0.787,-0.35,74.417,46.09253,63,206577210999441536,74.41700358664,46.09253022293,4638.372101302350000,3634.699280695190000,6197.365839555450000,1364.034248933000,1,1
0.098499,164.46114,-60.74209,"CY Car         ","DCEP    ",4.266,9.74,0.409,0.15,164.46114,-60.74209,64,5338024572321721216,164.46108041875,-60.74208453870,2485.618296394150000,2327.955188506380000,2665.636199005770000,1634.248643385500,1,1
0.028897,352.30316,63.374302,"CY Cas         ","DCEP    ",14.377,11.63,0.952,0.11,352.30316,63.3743,65,2016626856473497344,352.30314455996,63.37429565228,3650.361709708100000,3308.183187931380000,4067.772188036160000,1271.873705558600,1,1
0.037815,359.39566,62.718246,"DD Cas         ","DCEP    ",9.812,9.88,0.486,0.15,359.39566,62.71825,66,2013029941628292352,359.39565024290,62.71824085868,3926.722303425850000,3515.011128651440000,4440.720377271520000,1160.866837849930,1,1
0.243790,337.29272,58.41519,"del Cep        ","DCEP    ",5.366,3.95,0.075,0.14,337.29276,58.41519,67,2200153454723522432,337.29288062201,58.41520794731,4352.268346350620000,2717.151825533750000,6835.092721664840000,1265.311439574380,1,1
0.008227,41.18048,61.4647,"DF Cas         ","DCEP    ",3.833,10.88,0.564,0.18,41.18048,61.4647,68,465719182408723072,41.18047635055,61.46469940859,2969.203579462570000,2737.849039834100000,3241.819314377000000,1261.852168825690,1,1
0.071621,139.31966,-53.08486,"DK Vel         ","DCEP    ",2.482,10.69,0.283,0.04,139.31966,-53.08486,69,5311598634949142400,139.31963283616,-53.08484775665,4188.771555493380000,3787.198086672080000,4681.521265332370000,1745.523904923550,1,1
0.042318,7.494119,60.211964,"DL Cas         ","DCEP    ",8.001,8.97,0.487,0.04,7.49412,60.21196,70,428620663657823232,7.49409694358,60.21195747223,2213.484060967520000,2055.152918438950000,2397.447168778110000,1000.872843348560,1,1
0.117971,142.92073,-49.655006,"DR Vel         ","DCEP    ",11.199,9.52,0.681,0.14,142.92073,-49.65501,71,5313887130948758016,142.92069155603,-49.65498936099,2378.319564853200000,2204.851446247090000,2580.511101184850000,1100.115100638400,1,1
0.126101,316.626,31.184658,"DT Cyg         ","DCEPS   ",2.499,5.78,0.063,0.15,316.626,31.18466,72,1853025642297186688,316.62603610032,31.18463524762,577.156261086996000,559.215706203341000,596.263799449286000,1046.965714012320,1,1
0.038983,98.47754,14.471392,"DX Gem         ","DCEPS   ",3.138,10.74,0.434,0.04,98.47754,14.47139,73,3356119713188276096,98.47754168401,14.47137924347,4213.879111148940000,3549.273458535780000,5138.248075487770000,1110.992794058620,1,1
0.127515,163.13673,-60.526768,"DY Car         ","DCEP    ",4.675,11.32,0.402,-0.02,163.13673,-60.52677,74,5338207327417387520,163.13667163756,-60.52675385641,5724.970141411620000,4850.143094028870000,6934.218709398220000,1631.581221779850,1,1
0.007602,102.70284,-7.980731,"EE Mon         ","DCEP    ",4.809,13.01,0.459,-0.46,102.70284,-7.98073,75,3099066951319051008,102.70284297176,-7.98072796077,5516.921961934350000,4672.683874177440000,6680.860921363330000,1459.772591481150,1,1
0.030300,85.882484,19.420013,"EF Tau         ","DCEP    ",3.448,13.09,0.36,-0.68,85.88248,19.42001,76,3399325052663342720,85.88247834877,19.42001790304,778.823933629034000,532.520477559786000,1420.164724696780000,1112.690597496800,1,1
0.032474,103.192375,-2.4582305,"EK Mon         ","DCEP    ",3.958,11.07,0.547,0.0,103.19238,-2.45823,77,3106015688704277504,103.19237390277,-2.45823147985,2964.950331915220000,2534.687376093540000,3557.270545115400000,1289.095691398560,1,1
0.022746,78.291595,41.990524,"ER Aur         ","DCEP    ",15.691,11.51,0.462,-0.29,78.29159,41.99052,78,201222280134342144,78.29159532222,41.99052346169,8567.042508220410000,6649.772048072760000,11251.061125571600000,1377.106158680030,1,1
0.167718,167.42143,-58.837727,"ER Car         ","DCEP    ",7.718,6.82,0.111,0.07,167.42143,-58.83773,79,5339394082770287232,167.42134742057,-58.83771516136,1215.058465485110000,1165.663975046130000,1268.738424347520000,1388.712817733690,1,1
0.146551,298.1182,1.0056607,"eta Aql        ","DCEP    ",7.177,3.9,0.143,0.14,298.11823,1.00566,80,4240272953376907648,298.11824226268,1.00562314294,403.014838628987000,326.136616671922000,527.215925186428000,1269.388475619280,1,1
0.033577,86.41887,18.656895,"EU Tau         ","DCEPS   ",2.102,8.08,0.173,0.0,86.41887,18.65689,81,3398383973788673024,86.41887547167,18.65688382563,1203.219945484940000,1129.875467423700000,1286.527430830950000,1122.038203847960,1,1
0.048579,279.165,-8.184822,"EV Sct         ","DCEPS   ",3.091,10.13,0.623,0.04,279.165,-8.18482,82,4156512638614879104,279.16500638597,-8.18483349909,1917.364378790570000,1729.832697161450000,2149.184186300390000,1546.413071665260,1,1
0.012536,72.85353,38.188553,"EW Aur         ","DCEP    ",2.66,13.53,0.576,0.0,72.85353,38.18855,83,198681686717279616,72.85353453628,38.18855101277,4617.525557717560000,4068.745615637470000,5320.670104860760000,1047.178942059440,1,1
0.129740,279.46295,-6.7968044,"EW Sct         ","DCEP(B) ",5.824,7.99,1.06,0.1,279.46295,-6.7968,84,4253017873709602304,279.46298771459,-6.79679600321,480.739576207092000,464.554109768642000,498.071931125169000,1498.284937232710,1,1
0.085889,140.0063,-52.8562,"EX Vel         ","DCEP    ",13.234,11.58,0.728,0.11,140.0063,-52.8562,85,5311616398935271168,140.00627311829,-52.85618481337,7352.124630746680000,6188.161981396420000,8959.456585302430000,1648.226644828800,1,1
0.143513,284.56146,17.360914,"FF Aql         ","DCEPS   ",4.471,5.37,0.196,0.1,284.56146,17.36091,86,4514145288240593408,284.56144610824,17.36087370956,546.978265836540000,515.947491354637000,581.907975737631000,1712.321576387720,1,1
0.010548,106.78562,-7.795131,"FG Mon         ","DCEP    ",4.497,13.26,0.643,-0.15,106.78562,-7.79513,87,3051692843568009600,106.78561915701,-7.79512818935,5457.405218583570000,4429.704326446350000,6946.974170428260000,1234.218947508340,1,1
0.094031,143.34888,-52.755863,"FG Vel         ","DCEP    ",6.453,11.83,0.842,0.0,143.34888,-52.75586,88,5312196047720402048,143.34884018877,-52.75584569418,3279.315343312840000,3014.737994163900000,3593.022140403160000,1411.567766515010,1,1
0.128836,162.7576,-58.5906,"FI Car         ","DCEP    ",13.458,11.63,0.694,0.11,162.75761,-58.5906,89,5350852677538959104,162.75755077437,-58.59058526189,4209.784086311290000,3672.865763698040000,4915.526353329310000,1371.557556196230,1,1
0.035909,107.6583,-7.1229057,"FI Mon         ","DCEP    ",3.288,12.95,0.507,-0.12,107.6583,-7.12291,90,3052092481686246016,107.65829771476,-7.12290114976,5327.680087169850000,4459.061336757640000,6533.764107669040000,1148.615417775020,1,1
0.090718,287.31662,10.552488,"FM Aql         ","DCEP    ",6.114,8.27,0.635,0.14,287.31662,10.55249,91,4312361436842603520,287.31662684606,10.55246598531,1046.856541193050000,986.485913871134000,1114.939604947840000,1332.591143677720,1,1
0.046362,3.6176722,56.252937,"FM Cas         ","DCEP    ",5.809,9.13,0.329,-0.03,3.61767,56.25294,92,422226488141991296,3.61765662920,56.25293063448,2564.065826778650000,2364.121136878910000,2799.550886523980000,890.984493130676,1,1
0.079922,288.19714,3.557418,"FN Aql         ","DCEP    ",9.482,8.38,0.486,0.04,288.19714,3.55742,93,4269036830424588800,288.19713804039,3.55739850785,1397.151203215290000,1304.084694156110000,1504.206587780510000,1356.498442692390,1,1
0.092457,147.17287,-55.519543,"FN Vel         ","DCEP    ",5.324,10.29,0.588,0.11,147.17287,-55.51954,94,5307761545524640256,147.17282595484,-55.51952772852,4160.102940603750000,3601.909802017240000,4906.606125736640000,1502.586140199510,1,1
0.039919,4.260427,60.802807,"FO Cas         ","DCEP    ",6.799,14.3,0.755,0.0,4.26043,60.80281,95,429544700100302080,4.26041211805,60.80280373672,8849.311661793590000,7780.433641674890000,10194.861963995800000,1032.297536743330,1,1
0.062408,168.5884,-60.052925,"FR Car         ","DCEP    ",10.717,9.66,0.332,0.07,168.5884,-60.05292,96,5337764640889249536,168.58835996393,-60.05291829099,3056.412460491950000,2768.253642059550000,3408.977557437010000,1468.024483429960,1,1
0.093774,167.6858,-60.750282,"GH Car         ","DCEPS   ",5.726,9.16,0.335,0.04,167.6858,-60.75028,97,5337634589276921856,167.68575433775,-60.75027259728,2608.043563047090000,2418.969277297100000,2828.313315439120000,1557.692076731630,1,1
0.039750,231.15974,-52.85386,"GH Lup         ","DCEPS   ",9.277,7.63,0.328,0.14,231.15974,-52.85386,98,5888819699572539264,231.15974142365,-52.85386985559,1148.958017600280000,1096.581770883470000,1206.484639265000000,1444.402273829000,1,1
0.011652,65.82989,44.236874,"GP Per         ","DCEP    ",2.042,13.9,0.625,0.0,65.82989,44.23687,99,229602496313775872,65.82989098483,44.23687177238,4640.056079151800000,3980.736669451490000,5521.264772656580000,975.757086732423,1,1
0.042993,92.806595,9.612496,"GQ Ori         ","DCEP    ",8.616,8.96,0.224,0.07,92.8066,9.6125,100,3329849043206545920,92.80659413209,9.61249153564,2413.758141551380000,2095.275928963200000,2840.500894488670000,1369.686461807700,1,1
0.040999,243.72813,-53.33843,"GU Nor         ","DCEP    ",3.453,10.35,0.683,0.2,243.72813,-53.33843,101,5932997939411720960,243.72812753743,-53.33843917843,1743.423868657440000,1638.568986222310000,1862.302938495980000,1528.008550231250,1,1
0.020509,86.058334,37.586872,"GV Aur         ","DCEP    ",5.26,12.05,0.546,0.0,86.05833,37.58687,102,189726984845700480,86.05833390172,37.58686856390,3932.275939542950000,3388.442238148580000,4662.357824152490000,1140.108388707650,1,1
0.081252,148.859,-58.4297,"GX Car         ","DCEP    ",7.197,9.34,0.38,0.07,148.859,-58.4297,103,5257664497238811776,148.85895493762,-58.42968888581,2612.075383253920000,2417.358542006440000,2840.023389391310000,1812.840226131050,1,1
0.075195,155.13329,-61.249283,"HQ Car         ","DCEP    ",14.067,12.38,0.414,0.0,155.13329,-61.24928,104,5254665166975458944,155.13326471140,-61.24926068972,5669.510453697610000,4742.326570929380000,6993.077144029420000,2020.590709860500,1,1
0.009266,70.99117,40.83478,"HQ Per         ","DCEP    ",8.638,11.6,0.537,-0.26,70.99117,40.83478,105,202939854734748032,70.99117317961,40.83477908978,5573.591121142590000,4484.320512918510000,7134.532468413110000,1082.220370270830,1,1
0.117470,159.8347,-61.152443,"HW Car         ","DCEP    ",9.199,9.13,0.181,0.1,159.83472,-61.15244,106,5254097093074642944,159.83465088812,-61.15243180037,2807.062795432890000,2590.729687698590000,3061.745367521680000,1841.428994749800,1,1
0.035367,119.4257,-27.6019,"HW Pup         ","DCEP    ",13.454,12.09,0.622,-0.18,119.4257,-27.6019,107,5600915775257809152,119.42569126759,-27.60189187358,8073.466316192910000,6693.967114245420000,9946.923348930100000,1203.214218465220,1,1
0.003550,78.86327,37.372463,"IN Aur         ","DCEP    ",4.911,13.82,0.891,0.0,78.86327,37.37246,108,187324728037490048,78.86327303081,37.37246027936,8916.122192864120000,7265.374048416840000,11162.191951741100000,1247.093937626200,1,1
0.087750,164.10924,-60.732685,"IO Car         ","DCEPS   ",13.596,11.15,0.53,0.0,164.10924,-60.73269,109,5338021170706962176,164.10919478454,-60.73267647218,5130.746738867510000,4400.803539509730000,6121.642644858600000,1641.519272069430,1,1
0.021442,26.761316,59.60626,"IO Cas         ","DCEP    ",5.604,13.67,0.472,0.0,26.76132,59.60626,110,506602976101284736,26.76130834211,59.60625844038,11007.845459899900000,9338.874363649990000,13135.108398503100000,1011.786523036870,1,1
0.115016,329.46637,61.018864,"IR Cep         ","DCEPS   ",2.114,7.79,0.408,0.11,329.46637,61.01886,111,2203988169026743936,329.46630848646,61.01884790071,861.827658660124000,837.605472653513000,887.465679887460000,1814.098533130370,1,1
0.112279,168.04219,-61.754875,"IT Car         ","DCEPS   ",7.533,8.11,0.212,0.11,168.04219,-61.75487,112,5337191279923824384,168.04212517715,-61.75486742449,1367.418462059820000,1312.937085253790000,1426.525131936640000,1678.042735567700,1,1
0.111965,175.7009,-58.993397,"KK Cen         ","DCEP    ",12.18,11.47,0.555,0.17,175.7009,-58.9934,113,5336389564126521728,175.70084190391,-58.99338810731,6765.516236350910000,5646.941665161010000,8315.912201031870000,1347.081369521170,1,1
0.112650,204.15373,-64.55831,"KN Cen         ","DCEP    ",34.02,9.85,0.728,0.4,204.15373,-64.55831,114,5864135319959353600,204.15366012057,-64.55831566966,4489.321528332770000,3850.622703034080000,5359.322670823360000,1638.294877640970,1,1
